"","X.1","X","crime","number","date","location","beat","neighborhood","npu","lat","long"
"2852",181746,181745,"LARCENY-NON VEHICLE",121780851,"06/26/2012","22 GROVE PARK PL NW",110,"Grove Park","J",33.77631,-84.43898
"2853",225337,225336,"LARCENY-FROM VEHICLE",102270075,"08/15/2010","515 JOSEPH AVE SE",612,"East Atlanta","W",33.73922,-84.34699
"2854",262041,262040,"RAPE",142442458,"09/02/2014","211 AARON ST NW",108,"Penelope Neighbors","J",33.75304,-84.45124
"2855",105509,105508,"LARCENY-FROM VEHICLE",160382155,"02/07/2016","4475 ROSWELL RD NE",209,"North Buckhead","B",33.87728,-84.37949
"2856",87822,87821,"BURGLARY-RESIDENCE",93380963,"12/04/2009","400 MARKHAM ST SW",507,"Castleberry Hill","M",33.75274,-84.40061
"2857",16932,16931,"AUTO THEFT",152771281,"10/04/2015","225 JAMES P BRAWLEY DR NW @APS KENNEDY MS",102,"Vine City","L",33.76058,-84.41223
"2858",267788,267787,"LARCENY-FROM VEHICLE",92721977,"09/29/2009","794 N HIGHLAND AVE NE",601,"Virginia Highland","F",33.77614,-84.35269
"2859",225785,225784,"AUTO THEFT",102230437,"08/11/2010","875 HANK AARON DR SW",304,"Peoplestown","V",33.73065,-84.38805
"2860",11435,11434,"LARCENY-FROM VEHICLE",132792229,"10/06/2013","775 11TH STREET",501,"Home Park","E",33.7826,-84.41227
"2861",35639,35638,"LARCENY-NON VEHICLE",123230226,"11/18/2012","190 MARIETTA ST",507,"Downtown","M",33.7579,-84.39351
"2862",182083,182082,"LARCENY-NON VEHICLE",121751701,"06/23/2012","565 MCDANIEL ST SW",303,"Mechanicsville","V",33.73977,-84.40237
"2863",152002,152001,"AUTO THEFT",101482381,"05/28/2010","759 POLLARD BLVD SW",304,"Summerhill","V",33.73398,-84.39099
"2864",180015,180014,"LARCENY-NON VEHICLE",111651461,"06/14/2011","590 CASCADE AVE SW",402,"West End","T",33.73856,-84.43407
"2865",17751,17750,"ROBBERY-PEDESTRIAN",162992079,"10/25/2016","682 AMSTERDAM AVE NE",213,"Morningside/Lenox Park","F",33.78823,-84.36457
"2866",62361,62360,"BURGLARY-RESIDENCE",93341264,"11/30/2009","178 MOURY AVE SW",305,"The Villages at Carver","Y",33.71347,-84.39079
"2867",55609,55608,"BURGLARY-NONRES",150261066,"01/26/2015","800 MIAMI CIR",211,"Lindbergh/Morosgo","B",33.83098,-84.36329
"2868",233348,233347,"ROBBERY-PEDESTRIAN",132432544,"08/31/2013","501 CONNELL AVE SW",309,"Perkerson","X",33.68378,-84.40622
"2869",127794,127793,"AUTO THEFT",90862113,"03/27/2009","BROTHERTON ST SW / FORSYTH ST SW",512,"Downtown","M",33.7484,-84.39685
"2870",82536,82535,"LARCENY-FROM VEHICLE",163642082,"12/29/2016","250 10TH ST NE",502,"Midtown","E",33.78218,-84.37867
"2871",2823,2822,"LARCENY-FROM VEHICLE",102780568,"10/05/2010","211 N COLONIAL HOMES CIR NW",205,"Colonial Homes","C",33.81518,-84.39602
"2872",269869,269868,"LARCENY-FROM VEHICLE",92510590,"09/08/2009","775 JOSEPH E BOONE BLVD NW",103,"English Avenue","L",33.76369,-84.41282
"2873",51376,51375,"LARCENY-FROM VEHICLE",130151895,"01/15/2013","594 WIMBLEDON RD NE",212,"Piedmont Heights","F",33.80656,-84.36741
"2874",17090,17089,"ROBBERY-PEDESTRIAN",152750206,"10/02/2015","2640 MARTIN L KING JR DR SW",405,"Harland Terrace","I",33.75381,-84.47425
"2875",259486,259485,"LARCENY-FROM VEHICLE",132440481,"09/01/2013","981 HOWELL MILL ROAD",501,"Home Park","E",33.78177,-84.41058
"2876",112601,112600,"LARCENY-NON VEHICLE",100661577,"03/07/2010","595 PIEDMONT AVE NE",603,"Old Fourth Ward","M",33.77067,-84.38023
"2877",50700,50699,"AUTO THEFT",130220426,"01/22/2013","591 PLAINVILLE DR SW",407,"Wildwood (NPU-H)","H",33.7439,-84.51936
"2878",45309,45308,"AUTO THEFT",163301086,"11/25/2016","1005 LEE ST SW",402,"Oakland City","S",33.72724,-84.41795
"2879",107285,107284,"LARCENY-NON VEHICLE",170402679,"02/09/2017","3755 CARMIA DR SW",414,"Princeton Lakes","P",33.65571,-84.50908
"2880",37147,37146,"LARCENY-FROM VEHICLE",123071507,"11/02/2012","1005 CREW ST SW",304,"Peoplestown","V",33.72734,-84.38988
"2881",148858,148857,"LARCENY-NON VEHICLE",91180555,"04/28/2009","2185 VERBENA ST NW",108,"Dixie Hills","J",33.75528,-84.46015
"2882",187257,187256,"BURGLARY-RESIDENCE",141811523,"06/30/2014","450 PIEDMONT AVE NE",509,"Downtown","M",33.76625,-84.38261
"2883",268343,268342,"BURGLARY-RESIDENCE",92661591,"09/23/2009","2365 SUMMIT AVE NW",109,"Almond Park","G",33.78385,-84.46588
"2884",202156,202155,"LARCENY-NON VEHICLE",101821343,"07/01/2010","2625 PIEDMONT RD",211,"Lindbergh/Morosgo","B",33.82742,-84.36532
"2885",237886,237885,"LARCENY-NON VEHICLE",142242186,"08/12/2014","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"2886",197358,197357,"BURGLARY-RESIDENCE",91630295,"06/12/2009","3725 PRINCETON LAKES PKWY SW",414,"Princeton Lakes","P",33.65769,-84.50853
"2887",257679,257678,"LARCENY-FROM VEHICLE",132631646,"09/20/2013","3400 AROUND LENOX DR NE",210,"Lenox","B",33.84578,-84.36489
"2888",213030,213029,"LARCENY-NON VEHICLE",141993065,"07/18/2014","400 FAIRBURN RD SW",407,"Fairburn Mays","H",33.74366,-84.50936
"2889",65698,65697,"AUTO THEFT",103651321,"12/31/2010","2524 MARTIN LUTHER KING DRIVE",405,"Harland Terrace","I",33.75285,-84.47033
"2890",63094,63093,"LARCENY-FROM VEHICLE",93270942,"11/23/2009","135 W WIEUCA RD NW @CHASTAIN CITY PARK",202,"Chastain Park","A",33.87589,-84.39202
"2891",54455,54454,"LARCENY-NON VEHICLE",140092871,"01/09/2014","1801 HOWELL MILL NW ",204,"Berkeley Park","D",33.80388,-84.41278
"2892",186588,186587,"LARCENY-FROM VEHICLE",131590355,"06/08/2013","226 COURTLAND ST NE",509,"Downtown","M",33.76051,-84.38429
"2893",212742,212741,"LARCENY-NON VEHICLE",142021848,"07/21/2014","101 SUNSET AVE NW",102,"Vine City","L",33.75741,-84.40981
"2894",128303,128302,"BURGLARY-RESIDENCE",90810343,"03/22/2009","202 HARWELL PL NW",112,"Collier Heights","I",33.78066,-84.49402
"2895",108627,108626,"LARCENY-NON VEHICLE",90510504,"02/20/2009","316 DARGAN PL",104,"West End","T",33.74645,-84.42396
"2896",43536,43535,"LARCENY-FROM VEHICLE",153211755,"11/17/2015","798 N HIGHLAND AVE NE",601,"Virginia Highland","F",33.77628,-84.35284
"2897",75339,75338,"ROBBERY-PEDESTRIAN",133520156,"12/18/2013","2731 MARCO DR NW",113,"Scotts Crossing","G",33.8034,-84.47106
"2898",220002,220001,"ROBBERY-PEDESTRIAN",92121348,"07/31/2009","S GORDON ST SW / WESTWOOD AVE SW",404,"Westview","T",33.73884,-84.44656
"2899",199452,199451,"LARCENY-FROM VEHICLE",102080618,"07/27/2010","943 GREENWOOD AVE NE",601,"Virginia Highland","F",33.7763,-84.35641
"2900",80351,80350,"BURGLARY-NONRES",153590808,"12/25/2015","1947 ARDMORE RD NW",207,"Ardmore","E",33.80811,-84.39772
"2901",30950,30949,"LARCENY-FROM VEHICLE",103110653,"11/07/2010","940 WHITE ST SW",401,"West End","T",33.73201,-84.41858
"2902",253082,253081,"LARCENY-NON VEHICLE",112521720,"09/09/2011","25 ANDREW YOUNG INTERNA BLVD NE",510,"Downtown","M",33.7596,-84.38674
"2903",64675,64674,"BURGLARY-RESIDENCE",93130858,"11/09/2009","1435 PEACHTREE BATTLE AVE NW",201,"Wesley Battle","C",33.82817,-84.43469
"2904",262289,262288,"LARCENY-FROM VEHICLE",152732554,"09/30/2015","3772 CAMPBELLTON RD SW",413,"","P",33.69032,-84.51228
"2905",260118,260117,"BURGLARY-NONRES",142671086,"09/24/2014","1639 MCLENDON AVE NE",608,"Candler Park","N",33.76469,-84.3334
"2906",96108,96107,"AUTO THEFT",120571059,"02/26/2012","816 WESTMONT RD SW",402,"Oakland City","S",33.73298,-84.43712
"2907",87967,87966,"BURGLARY-RESIDENCE",93371592,"12/03/2009","958 FOUNDERS DR SW",104,"Harris Chiles","T",33.74437,-84.41985
"2908",57345,57344,"LARCENY-FROM VEHICLE",150051886,"01/05/2015","2537 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.82403,-84.36328
"2909",87340,87339,"LARCENY-FROM VEHICLE",93421718,"12/08/2009","2968 COLLIER DR NW",112,"Collier Heights","I",33.76315,-84.48373
"2910",131364,131363,"LARCENY-FROM VEHICLE",101110330,"04/21/2010","2729 MARGARET MITCHELL DR NW",201,"Margaret Mitchell","A",33.82962,-84.43859
"2911",194534,194533,"AGG ASSAULT",161611491,"06/09/2016","2612 STEELE AVE SW",310,"Browns Mill Park","Z",33.68202,-84.39607
"2912",80100,80099,"LARCENY-NON VEHICLE",153631471,"12/29/2015","1226 GRAYMONT DR SW",403,"Venetian Hills","S",33.72167,-84.43626
"2913",108025,108024,"LARCENY-NON VEHICLE",90571902,"02/26/2009","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"2914",65351,65350,"LARCENY-NON VEHICLE",93051421,"11/03/2009","1801 HOWELL MILL ROAD",204,"Berkeley Park","D",33.80388,-84.41278
"2915",241456,241455,"ROBBERY-PEDESTRIAN",152152599,"08/03/2015","2 DELMONT DR",206,"","B",33.83363,-84.38322
"2916",98109,98108,"LARCENY-NON VEHICLE",130571119,"02/26/2013","80 JESSE HILL JR DR SE",510,"Downtown","M",33.75168,-84.38198
"2917",22476,22475,"BURGLARY-RESIDENCE",92802105,"10/07/2009","1010 MCDANIEL ST.",302,"Pittsburgh","V",33.72732,-84.40138
"2918",133903,133902,"BURGLARY-NONRES",111160503,"04/26/2011","1698 DONNELLY AVE SW",402,"West End","T",33.73469,-84.43019
"2919",233543,233542,"LARCENY-NON VEHICLE",132402341,"08/28/2013","1212 JAMES JACKSON PKWY NW",113,"Monroe Heights","G",33.79333,-84.47416
"2920",211352,211351,"AGG ASSAULT",131860338,"07/05/2013","74 NORTHSIDE DR SW",507,"Castleberry Hill","M",33.75267,-84.40252
"2921",54210,54209,"AGG ASSAULT",140122402,"01/12/2014","2621 DONALD LEE HOLLOWELL PKWY NW",109,"Center Hill","J",33.77617,-84.47272
"2922",98538,98537,"LARCENY-FROM VEHICLE",130522141,"02/21/2013","3400 AROUND LENOX DR NE",210,"Lenox","B",33.84578,-84.36489
"2923",214212,214211,"LARCENY-FROM VEHICLE",141872022,"07/06/2014","1240 GLENDEVEN CT NW",204,"Underwood Hills","D",33.81732,-84.43096
"2924",108070,108069,"LARCENY-FROM VEHICLE",90571271,"02/26/2009","1015 DONALD LEE HOLLOWELL PKWY NW",106,"Bankhead","K",33.77349,-84.42074
"2925",252899,252898,"LARCENY-FROM VEHICLE",112541934,"09/11/2011","425 CHAPPELL RD NW",106,"Bankhead","K",33.7668,-84.43193
"2926",34508,34507,"BURGLARY-RESIDENCE",113051297,"11/01/2011","157 MOURY AVE SW",305,"The Villages at Carver","Y",33.71283,-84.3885
"2927",194653,194652,"LARCENY-NON VEHICLE",161601873,"06/08/2016","565 MCDANIEL ST SW",303,"Mechanicsville","V",33.73977,-84.40237
"2928",240325,240324,"AUTO THEFT",152281791,"08/16/2015","1150 ASTOR AVE SW",306,"Sylvan Hills","X",33.70137,-84.42678
"2929",170728,170727,"LARCENY-NON VEHICLE",161341789,"05/13/2016","260 HOLLY RD NW",105,"West Lake","J",33.76247,-84.43802
"2930",110744,110743,"LARCENY-NON VEHICLE",100888052,"03/29/2010","2200 RENTAL CAR CENTER PARKWAY",707,"","",33.63977,-84.46358
"2931",86323,86322,"LARCENY-FROM VEHICLE",93511569,"12/17/2009","70 JOHN WESLEY DOBBS AVE",510,"Downtown","M",33.75721,-84.3853
"2932",145466,145465,"LARCENY-NON VEHICLE",151022416,"04/12/2015","2539 PIEDMONT RD NE",211,"Lindbergh/Morosgo","B",33.82403,-84.36328
"2933",8463,8462,"LARCENY-FROM VEHICLE",122831594,"10/09/2012","1404 SHARON ST NW",105,"Hunter Hills","K",33.75484,-84.43395
"2934",158497,158496,"AUTO THEFT",121480721,"05/27/2012","1959 LAKEWOOD AVE SE",307,"Lakewood Heights","Y",33.70262,-84.38491
"2935",213050,213049,"AUTO THEFT",141980617,"07/17/2014","1563 LAUREL PARK PL SW",404,"Westview","T",33.74729,-84.44004
"2936",220375,220374,"LARCENY-FROM VEHICLE",92090046,"07/28/2009","816 N HIGHLAND AVE NE",601,"Virginia Highland","F",33.77683,-84.35269
"2937",237092,237091,"LARCENY-NON VEHICLE",142332698,"08/21/2014","1205 CAROLINE ST NE",609,"Edgewood","O",33.75598,-84.34888
"2938",156131,156130,"ROBBERY-PEDESTRIAN",111391996,"05/19/2011","504 HUTCHINSON SE",313,"Hammond Park","X",33.68071,-84.40961
"2939",7959,7958,"LARCENY-FROM VEHICLE",122881207,"10/14/2012","652 ANGIER AVE NE",603,"Old Fourth Ward","M",33.76643,-84.36595
"2940",178554,178553,"LARCENY-NON VEHICLE",111790923,"06/28/2011","3620 MARTIN L KING JR DR SW",407,"Adamsville","H",33.76038,-84.50699
"2941",176653,176652,"LARCENY-FROM VEHICLE",101662237,"06/15/2010","968 GILBERT ST SE",607,"Ormewood Park","W",33.72814,-84.35057
"2942",12467,12466,"ROBBERY-PEDESTRIAN",142970143,"10/24/2014","2980 DELMAR LN NW",111,"","I",33.75509,-84.48491
"2943",181934,181933,"LARCENY-NON VEHICLE",121761454,"06/24/2012","1217 JOSEPH E BOONE BLVD NW",106,"Bankhead","K",33.76361,-84.42787
"2944",186233,186232,"LARCENY-FROM VEHICLE",131620900,"06/11/2013","580 WINDSOR ST SW",303,"Mechanicsville","V",33.7391,-84.39799
"2945",50231,50230,"LARCENY-NON VEHICLE",130271329,"01/27/2013","1365 PEACHTREE ST NW",502,"Midtown","E",33.79209,-84.38532
"2946",179250,179249,"AUTO THEFT",111720904,"06/21/2011","466 EDGEWOOD AVE",604,"Peachtree Heights West","B",33.83477,-84.38598
"2947",100039,100038,"LARCENY-FROM VEHICLE",130321142,"02/01/2013","1953 DONALD LEE HOLLOWELL PKWY NW",110,"Grove Park","J",33.77584,-84.44849
"2948",136246,136245,"LARCENY-NON VEHICLE",110921757,"04/02/2011","1275 CAROLINE ST NE",609,"Edgewood","O",33.75674,-84.34619
"2949",187763,187762,"AUTO THEFT",141761634,"06/25/2014","1620 HOLLYWOOD RD NW",110,"Scotts Crossing","G",33.79988,-84.47023
"2950",215798,215797,"LARCENY-FROM VEHICLE",151990121,"07/18/2015","2031 METROPOLITAN PARKWAY",306,"Sylvan Hills","X",33.6992,-84.40946
"2951",73408,73407,"BURGLARY-NONRES",123461264,"12/11/2012","1730 TAYLOR ST NW",204,"Underwood Hills","D",33.80171,-84.42123
"2952",243851,243850,"LARCENY-FROM VEHICLE",162192330,"08/06/2016","48 DANIEL ST",604,"Old Fourth Ward","M",33.75429,-84.37129
"2953",74636,74635,"LARCENY-FROM VEHICLE",133612250,"12/27/2013","460 EDGEWOOD AVE SE",604,"Old Fourth Ward","M",33.7543,-84.37215
"2954",227211,227210,"AGG ASSAULT",112411730,"08/29/2011","2479 ABNER TER NW",110,"Scotts Crossing","G",33.80106,-84.46803
"2955",22901,22900,"RAPE",92752124,"10/02/2009","1011 WELCH ST SE",607,"Custer/McDonough/Guice","W",33.70775,-84.3555
"2956",92129,92128,"LARCENY-FROM VEHICLE",100551623,"02/24/2010","61 NORTH",505,"Midtown","E",33.77133,-84.38942
"2957",117339,117338,"LARCENY-NON VEHICLE",120732142,"03/13/2012","3871 REDWINE RD SW",414,"Princeton Lakes","P",33.66005,-84.50994
"2958",90360,90359,"LARCENY-NON VEHICLE",90131436,"01/13/2009","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"2959",179009,179008,"BURGLARY-RESIDENCE",111740664,"06/23/2011","2991 DEVONSHIRE PL NW",201,"Westminster/Milmar","C",33.83762,-84.42261
"2960",4806,4805,"BURGLARY-RESIDENCE",112902208,"10/17/2011","896 SPENCER ST NW",102,"Vine City","L",33.75955,-84.41686
"2961",207704,207703,"AUTO THEFT",121930438,"07/11/2012","3201 MARTIN L KING JR DR NW",111,"","I",33.75428,-84.49165
"2962",51941,51940,"LARCENY-FROM VEHICLE",130090437,"01/09/2013","974 VIOLET ST SE",304,"Peoplestown","V",33.72782,-84.38397
"2963",171180,171179,"AGG ASSAULT",161290407,"05/08/2016","419 CHAMBERLAIN ST SE",604,"Sweet Auburn","M",33.75369,-84.37375
"2964",75004,75003,"LARCENY-FROM VEHICLE",133560713,"12/22/2013","76 4TH ST NW",505,"Midtown","E",33.77487,-84.38975
"2965",49055,49054,"AUTO THEFT",120091137,"01/09/2012","1575 JOSEPH E BOONE BLVD NW",107,"Grove Park","J",33.76391,-84.43929
"2966",58022,58021,"BURGLARY-RESIDENCE",160270198,"01/27/2016","2481 CLAUDE ST NW",203,"Riverside","D",33.81171,-84.46968
"2967",187375,187374,"BURGLARY-RESIDENCE",141801808,"06/29/2014","1779 CAHOON ST SW",306,"Sylvan Hills","X",33.70716,-84.41115
"2968",85027,85026,"LARCENY-NON VEHICLE",93641006,"12/30/2009","820 SIDNEY MARCUS BLVD NE",211,"Lindbergh/Morosgo","B",33.8257,-84.36113
"2969",228502,228501,"BURGLARY-RESIDENCE",112292619,"08/17/2011","1991 DELOWE DR SW",410,"Campbellton Road","R",33.70103,-84.45746
"2970",56235,56234,"LARCENY-FROM VEHICLE",150180292,"01/18/2015","2421 MOROSGO WAY NE",211,"Lindbergh/Morosgo","B",33.82138,-84.36498
"2971",159233,159232,"AUTO THEFT",121410693,"05/20/2012","1690 MELROSE DR SW",306,"Sylvan Hills","X",33.70894,-84.42093
"2972",92387,92386,"LARCENY-FROM VEHICLE",100521030,"02/21/2010","JESSE HILL JR DR NE / AUBURN AVE NE",510,"Downtown","M",33.75554,-84.38025
"2973",218594,218593,"AUTO THEFT",162001070,"07/18/2016","245 BANBERRY DR SE",310,"Browns Mill Park","Z",33.68791,-84.38172
"2974",116748,116747,"LARCENY-FROM VEHICLE",120802821,"03/20/2012","2640 MARTIN L KING JR DR SW",406,"Harland Terrace","I",33.75381,-84.47425
"2975",165195,165194,"AGG ASSAULT",141372628,"05/17/2014","1722 AVON AVE SW",403,"Cascade Avenue/Road","S",33.72856,-84.44225
"2976",142114,142113,"AGG ASSAULT",141151845,"04/25/2014","320 FAIRBURN RD SW",407,"Fairburn Mays","H",33.7451,-84.50858
"2977",57765,57764,"LARCENY-FROM VEHICLE",160312445,"01/31/2016","58 W PEACHTREE PL",508,"Downtown","M",33.76401,-84.38898
"2978",76745,76744,"AGG ASSAULT",133361379,"12/02/2013","116 WILLIS MILL RD SW",405,"Florida Heights","I",33.75015,-84.46642
"2979",68508,68507,"BURGLARY-NONRES",103351408,"12/01/2010","890 WARNER ST SW",301,"Oakland City","S",33.72412,-84.4174
"2980",105288,105287,"LARCENY-NON VEHICLE",160411383,"02/10/2016","415 ARMOUR DR NE",212,"","F",33.81267,-84.37412
"2981",50635,50634,"LARCENY-NON VEHICLE",130231497,"01/23/2013","179 11TH ST NE",503,"Midtown","E",33.78293,-84.38136
"2982",191823,191822,"ROBBERY-PEDESTRIAN",151622823,"06/11/2015","633 LYNHURST DR SW",406,"West Manor","I",33.73751,-84.48998
"2983",126665,126664,"AUTO THEFT",160700984,"03/10/2016","1125 CARNES PL SW",306,"Sylvan Hills","X",33.71375,-84.42503
"2984",202138,202137,"LARCENY-FROM VEHICLE",101821054,"07/01/2010","3167 PEACHTREE RD NE",206,"Buckhead Village","B",33.84031,-84.37588
"2985",113061,113060,"BURGLARY-RESIDENCE",100601109,"03/01/2010","1940 FISHER RD SE",607,"Custer/McDonough/Guice","W",33.70979,-84.35849
"2986",59315,59314,"LARCENY-NON VEHICLE",160112936,"01/11/2016","507 JOSEPH E LOWERY BLVD SW",401,"West End","T",33.74097,-84.41809
"2987",73486,73485,"LARCENY-FROM VEHICLE",123450452,"12/10/2012","400 LUCKIE ST NW",504,"Downtown","M",33.76564,-84.39669
"2988",59945,59944,"LARCENY-NON VEHICLE",160021438,"01/02/2016","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"2989",71524,71523,"LARCENY-FROM VEHICLE",123662452,"12/31/2012","1820 PEACHTREE RD NW",207,"Ardmore","E",33.80482,-84.39407
"2990",174834,174833,"AUTO THEFT",91230830,"05/03/2009","2020 BOLTON RD NW",203,"Riverside","D",33.81125,-84.47594
"2991",264483,264482,"ROBBERY-PEDESTRIAN",152492388,"09/06/2015","1362 BOULEVARD SE",607,"Benteen Park","W",33.71744,-84.36818
"2992",158531,158530,"AGG ASSAULT",121481329,"05/27/2012","320 FAIRBURN RD SW",407,"Fairburn Mays","H",33.7451,-84.50858
"2993",85128,85127,"LARCENY-FROM VEHICLE",93630817,"12/29/2009","405 4TH ST NE",506,"Midtown","E",33.77438,-84.3741
"2994",159286,159285,"ROBBERY-PEDESTRIAN",121401075,"05/19/2012","1994 BENT CREEK WAY SW",410,"Campbellton Road","R",33.7005,-84.46574
"2995",43131,43130,"AGG ASSAULT",153262475,"11/22/2015","1350 MAYSON TURNER RD NW",106,"Bankhead","K",33.76455,-84.43155
"2996",151158,151157,"ROBBERY-PEDESTRIAN",90950404,"04/05/2009","772 ARGONNE AVE NE",505,"Midtown","E",33.77577,-84.37778
"2997",188055,188054,"LARCENY-NON VEHICLE",141731749,"06/22/2014","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"2998",168123,168122,"LARCENY-FROM VEHICLE",151331845,"05/13/2015","360 PHARR RD NE",206,"Buckhead Village","B",33.83752,-84.37574
"2999",191942,191941,"LARCENY-FROM VEHICLE",151611525,"06/10/2015","180 SOUTHSIDE INDUSTRIAL PKWY SE @POLICE ACADEMY",313,"Blair Villa/Poole Creek","Z",33.65298,-84.38345
"3000",189087,189086,"BURGLARY-RESIDENCE",141621435,"06/11/2014","564 HOPE ST SW",302,"Pittsburgh","V",33.7303,-84.40633
"3001",100527,100526,"LARCENY-FROM VEHICLE",140531704,"02/22/2014","2000 MARIETTA BLVD NW @CRESTLAWN CEMETARY",203,"Hills Park","D",33.80912,-84.43862
"3002",237318,237317,"LARCENY-FROM VEHICLE",142302441,"08/18/2014","888 RALPH D ABERNATHY BLVD SW",401,"West End","T",33.738,-84.41691
"3003",35524,35523,"LARCENY-FROM VEHICLE",123242238,"11/19/2012","300 N HIGHLAND AVE NE",602,"Inman Park","N",33.76284,-84.35859
"3004",72977,72976,"LARCENY-FROM VEHICLE",123501865,"12/15/2012","190 MARIETTA ST NW",507,"Downtown","M",33.75757,-84.39487
"3005",85129,85128,"BURGLARY-RESIDENCE",93630827,"12/29/2009","1887 PENELOPE ROAD NW",108,"Penelope Neighbors","J",33.7541,-84.44896
"3006",95049,95048,"BURGLARY-RESIDENCE",110440642,"02/13/2011","698 PRYOR SREET SW",303,"Mechanicsville","V",33.73591,-84.3945
"3007",227012,227011,"LARCENY-NON VEHICLE",112422243,"08/30/2011","1123 GARMON DR NW",202,"Mt. Paran/Northside","A",33.87743,-84.42465
"3008",83914,83913,"LARCENY-NON VEHICLE",163470434,"12/12/2016","1388 JOSEPH E BOONE BLVD NW",105,"Hunter Hills","K",33.7633,-84.43337
"3009",200540,200539,"LARCENY-FROM VEHICLE",101981881,"07/17/2010","3393 PEACHTREE RD NE @LENOX MALL",210,"Lenox","B",33.84676,-84.36212
"3010",154721,154720,"LARCENY-FROM VEHICLE",101210352,"05/01/2010","1280 PORTLAND AVE SE",612,"East Atlanta","W",33.73923,-84.34567
"3011",203043,203042,"LARCENY-FROM VEHICLE",112060775,"07/25/2011","411 PONCE DE LEON AVE NE",603,"Old Fourth Ward","M",33.77237,-84.3738
"3012",13873,13872,"AUTO THEFT",142821901,"10/09/2014","350 WOODWARD AVE SE",605,"Grant Park","W",33.74575,-84.37612
"3013",229465,229464,"LARCENY-FROM VEHICLE",112190777,"08/07/2011","600 GARSON DR NE",211,"Lindbergh/Morosgo","B",33.81907,-84.37069
"3014",237029,237028,"LARCENY-NON VEHICLE",142331025,"08/21/2014","835 MARTIN LUTHER KING JR DR",102,"Vine City","L",33.75504,-84.41457
"3015",112649,112648,"LARCENY-FROM VEHICLE",100651076,"03/06/2010","DONNELLY AVE SW / OAKLAND DR SW",402,"Oakland City","S",33.73313,-84.42707
"3016",95080,95079,"BURGLARY-RESIDENCE",110441991,"02/13/2011","1364 WICHITA DR SW",408,"Venetian Hills","S",33.71833,-84.44186
"3017",223188,223187,"BURGLARY-RESIDENCE",91850414,"07/04/2009","320 FAIRBURN RD SW",407,"Fairburn Mays","H",33.74462,-84.50861
"3018",8619,8618,"LARCENY-FROM VEHICLE",122810833,"10/07/2012","139 BOWEN CIR SW",305,"High Point","Y",33.71679,-84.39639
"3019",267905,267904,"LARCENY-FROM VEHICLE",92710904,"09/28/2009","1740 DONALD LEE HOWELL PKWY",107,"Grove Park","J",33.77383,-84.44486
"3020",61120,61119,"LARCENY-FROM VEHICLE",170173069,"01/17/2017","685 11TH ST NW",501,"Home Park","E",33.78332,-84.40974
"3021",249141,249140,"AGG ASSAULT",102611973,"09/18/2010","903 PEACHTREE ST NE",505,"Midtown","E",33.77925,-84.38412
"3022",174982,174981,"LARCENY-FROM VEHICLE",91222042,"05/02/2009","1380 ATLANTIC DR NW",501,"Atlantic Station","E",33.79282,-84.39779
"3023",149409,149408,"LARCENY-FROM VEHICLE",91131284,"04/23/2009","1968 PEACHTREE RD NW @PIEDMONT HOSPITAL",207,"","E",33.81,-84.39583
"3024",120331,120330,"LARCENY-FROM VEHICLE",130641299,"03/05/2013","2053 MARIETTA BLVD NW",204,"Bolton","D",33.81227,-84.43909
"3025",234309,234308,"AGG ASSAULT",132320043,"08/20/2013","891 PONCE DE LEON AVE NE",602,"Poncey-Highland","N",33.77344,-84.35822
"3026",163392,163391,"LARCENY-NON VEHICLE",131272679,"05/07/2013","3012 TYLERTON CT SW",409,"Southwest","R",33.70066,-84.49569
"3027",211605,211604,"BURGLARY-NONRES",131831433,"07/02/2013","84 12TH ST NE",503,"Midtown","E",33.78464,-84.38494
"3028",230514,230513,"LARCENY-NON VEHICLE",122422577,"08/29/2012","1801 HOWELL MILL RD NW",204,"Berkeley Park","D",33.80388,-84.41278
"3029",201,200,"LARCENY-FROM VEHICLE",103020723,"10/29/2010","222 14TH ST NE",502,"Midtown","E",33.78657,-84.38041
"3030",245212,245211,"BURGLARY-RESIDENCE",92360205,"08/24/2009","1595 LAKEWOOD AVE SE",307,"South Atlanta","Y",33.71071,-84.38034
"3031",214656,214655,"BURGLARY-RESIDENCE",141821300,"07/01/2014","565 GREENSFERRY AVE SW",101,"The Villages at Castleberry H","T",33.74651,-84.40675
"3032",198431,198430,"LARCENY-FROM VEHICLE",91552087,"06/04/2009","BASS ST SE / FRASER ST SE",304,"Summerhill","V",33.73559,-84.38635
"3033",247097,247096,"AGG ASSAULT",92190263,"08/07/2009","99 JESSE HILL JR DR NE",510,"Downtown","M",33.75692,-84.38011
"3034",165498,165497,"AGG ASSAULT",141331889,"05/13/2014","1766 N OLYMPIAN WAY SW",404,"Westview","T",33.73609,-84.44552
"3035",246061,246060,"AUTO THEFT",92280052,"08/16/2009","2002 LAKEWOOD WAY SW",307,"Lakewood Heights","Y",33.70226,-84.39452
